#x	y	res(1.25Hz)	phi(1.25Hz)	res(2.5Hz)	phi(2.5Hz)	res(5Hz)	phi(5Hz)	res(10Hz)	phi(10Hz)
1.717	0.600	1.356	45.44	1.476	-23.35	1.739	-223.1	2.099	-5126
1.797	0.600	1.127	85.84	1.091	222.4	0.9233	342.6	3.41	2036
1.877	0.600	1.229	85.28	1.175	178.6	0.8691	497.9	1.145	2469
1.957	0.600	1.717	44	1.852	-157.3	1.753	73.27	2.148	-1839
2.037	0.600	1.895	2.024	2.172	-197.4	2.047	-131.3	8.859	-719.8
2.117	0.600	1.761	-13.55	1.89	-7.335	1.726	-148.4	5.999	354
2.197	0.600	1.955	-42.27	2.125	-2.818	1.997	-307.4	3.486	-1276
2.277	0.600	2.424	-56.03	2.778	-90.75	2.475	-388.8	5.636	-1406
2.373	0.600	2.977	-45.62	3.386	-103.1	2.958	-258.2	9.288	-637
2.448	0.600	3.434	-32.99	3.797	-81.42	3.333	-122.4	11.36	-284.8
2.493	0.600	3.627	-28.16	3.967	-73.04	3.477	-74.3	11.82	-197.8
0.020	0.627	4.069	-275.9	3.274	-18.62	3.693	-173.3	7.441	-3194
0.069	0.627	3.993	-275.5	3.2	-14.11	3.623	-171.3	7.241	-3260
0.134	0.627	3.845	-272.2	3.057	-4.347	3.483	-166.2	6.895	-3343
0.217	0.627	3.64	-258	2.859	12.85	3.285	-156.5	6.602	-3261
0.316	0.627	3.41	-214.2	2.64	46.16	3.083	-155.3	6.917	-2635
0.410	0.627	3.137	-147.4	2.475	108.9	3.147	-257	8.983	-1857
0.490	0.627	2.82	-125.9	2.459	132	3.44	-363.8	12.07	-1975
0.570	0.627	2.569	-70.38	2.545	-19	2.954	-196.9	10.85	-1347
0.650	0.627	2.564	47.61	2.989	-286	2.512	-261.1	3.146	-447.7
0.730	0.627	2.851	90.67	3.103	-308	3.198	-490.5	0.5236	443.7
0.810	0.627	3.376	-78.63	3.007	-80.37	4.24	-609	1.137	802.6
0.890	0.627	3.97	-108.5	3.312	66.2	3.821	-471.5	5.717	463.4
0.970	0.627	3.935	-129.9	3.335	85.09	3.041	-80.64	8.005	-8.623
1.050	0.627	3.169	-134	2.856	-12.27	2.242	55.86	4.032	360.9
1.130	0.627	2.514	-103.4	2.344	-104.4	1.773	-129.4	4.77	-358.9
1.210	0.627	1.953	-43.4	1.95	-97.48	1.798	-259.2	8.849	-541.5
1.290	0.627	1.637	13.94	1.758	-116.3	1.766	-297.7	2.653	-637.9
1.370	0.627	1.803	-42.97	1.734	-144.5	1.969	-285.3	0.8181	253.2
1.450	0.627	1.866	36.76	1.629	-36.22	1.748	-65.29	2.915	1887
1.530	0.627	1.653	-10.41	1.566	-84.32	1.432	45.73	1.709	-2524
1.610	0.627	1.556	-38.75	1.821	-221.7	1.829	-226.9	0.2367	-8770
1.690	0.627	1.408	40.99	1.594	-109.5	1.825	-267.7	1.672	-6977
1.770	0.627	1.141	62.45	1.16	123	1.081	215.5	4.801	459.9
1.850	0.627	1.048	76.45	0.9894	233.1	0.724	473.7	0.9565	3326
1.930	0.627	1.429	61.06	1.46	-74.1	1.399	79.96	1.02	-2361
2.010	0.627	1.719	-11.49	1.947	-230.8	1.81	-117.1	9.205	-2066
2.090	0.627	1.611	-21.12	1.668	-27.94	1.512	-43.46	10.35	325.2
2.170	0.627	1.857	-42.46	1.899	17.47	1.958	-199.7	4.212	-1628
2.250	0.627	2.349	-55.34	2.625	-87.72	2.467	-374.5	5.914	-1834
2.340	0.627	2.85	-43.8	3.241	-116.7	2.83	-285.4	8.63	-618.8
2.425	0.627	3.317	-31.17	3.666	-90.76	3.2	-138.8	10.4	-164.6
2.480	0.627	3.555	-26.19	3.88	-78.63	3.388	-79.93	11.15	-73.17
0.020	0.653	3.966	-277.4	3.177	-14.61	3.594	-172.6	7.036	-3320
0.069	0.653	3.88	-277.5	3.096	-10.21	3.512	-171.1	6.755	-3408
0.134	0.653	3.711	-275.5	2.935	-1.024	3.346	-166.9	6.234	-3538
0.217	0.653	3.472	-262.5	2.708	14.41	3.097	-157.1	5.629	-3504
0.316	0.653	3.192	-213.1	2.441	46.39	2.804	-150.5	5.418	-2782
0.410	0.653	2.843	-142.2	2.237	118.7	2.821	-276.2	6.679	-1933
0.490	0.653	2.443	-175.7	2.262	139	3.199	-374.9	8.964	-2617
0.570	0.653	2.153	-151.2	2.329	-51.29	2.449	62.77	10.45	-1748
0.650	0.653	2.185	-8.724	2.853	-359.5	1.854	48.23	3.967	-877.2
0.730	0.653	2.569	64.49	2.774	-345.8	2.459	-198.1	0.5531	49.86
0.810	0.653	3.288	-173.2	2.794	-136.8	3.534	-401.8	1.826	542.9
0.890	0.653	4.297	-89.14	3.909	-76.83	3.777	-492.7	7.422	96.97
0.970	0.653	4.409	-62.08	4.309	-13.76	4.166	-197.6	6.915	-1126
1.050	0.653	3.337	-62.89	3.337	-32.27	3.181	6.001	1.825	-475.2
1.130	0.653	2.631	-99.72	2.374	-58.56	1.889	-69.18	1.953	-1965
1.210	0.653	1.919	-126.2	1.761	-34.35	1.558	-106	8.94	-1607
1.290	0.653	1.431	-42.66	1.616	-141.8	1.402	-172.4	2.453	-1129
1.370	0.653	1.663	-146.6	1.742	-240.9	1.94	-329.6	0.408	-861.1
1.450	0.653	1.744	-8.162	1.542	-22.7	1.923	-208.5	4.76	2513
1.530	0.653	1.446	-87.39	1.226	-56.5	1.243	-47.27	5.252	289.1
1.610	0.653	1.449	-83.1	1.566	-238.8	1.391	-192.8	0.3175	-6292
1.690	0.653	1.497	43.23	1.634	-145.6	1.6	-208.2	3.71	-6061
1.770	0.653	1.269	-24.41	1.332	-47.45	1.314	56.85	7.806	109.9
1.850	0.653	1.016	-23.37	0.9722	92.39	0.8198	62.88	0.7047	2631
1.930	0.653	1.259	29.57	1.229	-89.51	1.38	-282.3	0.6545	-4421
2.010	0.653	1.44	-56.35	1.541	-207.4	1.363	-189.3	11.5	-3510
2.090	0.653	1.375	-51.85	1.283	-9.989	1.19	75.61	16.07	-323.5
2.170	0.653	1.887	-60.05	1.737	4.469	2.173	-87.88	5.735	-2881
2.250	0.653	2.534	-56.3	2.675	-114.5	2.785	-311.9	8.269	-2444
2.340	0.653	2.917	-33.06	3.227	-137.3	2.83	-240.2	8.306	-327.2
2.425	0.653	3.275	-22.24	3.566	-103.2	3.065	-119.8	8.626	185.5
2.480	0.653	3.465	-20.61	3.752	-89.07	3.236	-78.71	9.514	197.8
0.007	0.680	3.928	-278	3.141	-13.13	3.557	-172.5	6.881	-3369
0.050	0.680	3.859	-278.4	3.077	-9.891	3.492	-171.6	6.645	-3445
0.109	0.680	3.702	-277.9	2.929	-2.203	3.337	-168.9	6.112	-3594
0.186	0.680	3.464	-270.4	2.706	10.41	3.091	-162.1	5.392	-3673
0.280	0.680	3.171	-232	2.425	33.82	2.756	-148.7	4.805	-3159
0.383	0.680	2.805	-147.2	2.156	98.93	2.596	-238	5.238	-1991
0.463	0.680	2.378	-186.9	2.175	139.7	3.031	-428.6	6.665	-2760
0.543	0.680	2.056	-212.3	2.21	3.521	2.55	54	8.999	-2126
0.623	0.680	2.002	-91.89	2.698	-300.3	1.751	236.6	6.363	-1122
0.703	0.680	2.312	61.37	2.644	-334.8	1.998	-2.546	1.053	-299.2
0.783	0.680	2.961	-164.5	2.546	-199.6	2.878	-162.3	1.557	308.1
0.863	0.680	4.089	-122.7	3.867	-197.2	3.516	-435.7	6.927	571.3
0.943	0.680	4.622	0.0195	5.025	-147.1	4.517	-349.7	7.646	-1606
1.023	0.680	3.515	-12.21	3.889	-69.4	4.537	-60.14	2.295	-425.1
1.103	0.680	2.765	-25.3	2.636	-40.86	2.294	-38.65	0.8542	-2223
1.183	0.680	2.152	-190.7	1.816	5.323	1.602	-38.17	6.381	-2280
1.263	0.680	1.445	-48.02	1.589	-82.92	1.265	-64.85	4.532	-1039
1.343	0.680	1.611	-195.6	1.833	-282.2	1.753	-290.9	0.3908	-1865
1.423	0.680	1.904	-58.4	1.89	-78.96	2.496	-330.6	2.429	994
1.503	0.680	1.543	-97.22	1.222	12.59	1.457	-141.4	17.16	2324
1.583	0.680	1.465	-146.2	1.41	-208.4	1.237	-142.3	0.7432	-3367
1.663	0.680	1.636	32.79	1.687	-146.6	1.443	-186.7	2.723	-5504
1.743	0.680	1.581	-61.61	1.642	-152.4	1.682	-113.7	12.3	-1736
1.823	0.680	1.203	-145.1	1.195	-86.48	1.185	-215.9	1.535	1940
1.903	0.680	1.213	0.4102	1.135	-61.78	1.339	-509.9	0.4822	-3208
1.983	0.680	1.382	-61.58	1.417	-177.5	1.379	-352	5.291	-5142
2.063	0.680	1.275	-68.15	1.189	-49.46	1.004	54.74	20.1	-566.4
2.143	0.680	1.755	-67.12	1.509	1.212	1.995	21.3	6.551	-2705
2.223	0.680	2.552	-60.57	2.501	-103.3	2.952	-228.5	8.318	-3235
2.307	0.680	2.896	-32.18	3.131	-152.8	2.822	-242.2	7.929	-600.3
2.402	0.680	3.19	-18.27	3.448	-117.7	2.932	-128.9	7.302	322.8
2.467	0.680	3.396	-17.62	3.661	-96.94	3.129	-83.33	8.421	340.1
0.033	0.680	3.905	-278.1	3.12	-12.05	3.535	-172.2	6.801	-3395
0.088	0.680	3.791	-278.3	3.013	-6.602	3.425	-170.5	6.411	-3513
0.159	0.680	3.591	-275.5	2.825	3.458	3.225	-166.1	5.765	-3653
0.247	0.680	3.323	-256.5	2.571	20.25	2.932	-155.4	5.062	-3519
0.352	0.680	3.003	-191.9	2.281	60.36	2.627	-167.5	4.866	-2564
0.437	0.680	2.592	-144.6	2.122	133.6	2.767	-342.4	5.979	-2134
0.517	0.680	2.175	-221.7	2.201	98.4	2.975	-286.8	7.499	-2896
0.597	0.680	1.956	-166.4	2.342	-154.2	1.999	289.8	8.939	-1417
0.677	0.680	2.136	-0.6031	2.849	-378.9	1.725	98.08	2.914	-812.7
0.757	0.680	2.633	1.846	2.512	-258	2.516	-82.76	0.6775	141.3
0.837	0.680	3.496	-237.7	2.965	-154.1	3.279	-327.6	5.016	547
0.917	0.680	4.59	2.556	4.846	-212.9	3.861	-440.5	7.223	-431.2
0.997	0.680	4.268	-26.83	4.715	-82.29	5.238	-187.9	4.944	-1370
1.077	0.680	3.019	2.251	3.173	-64.8	3.213	-30.76	1.033	-923.7
1.157	0.680	2.443	-122.5	2.105	-15.36	1.771	-21.62	2.094	-2632
1.237	0.680	1.706	-132.4	1.596	-6.74	1.359	-40.44	8.385	-1604
1.317	0.680	1.393	-101.4	1.666	-209.6	1.376	-178.6	1.305	-1191
1.397	0.680	1.811	-161.8	1.921	-234.6	2.272	-363.3	0.4312	-1021
1.477	0.680	1.763	-30.61	1.522	46.18	1.969	-222	14.06	2643
1.557	0.680	1.446	-159.3	1.229	-111.4	1.256	-115.9	4.433	-179.9
1.637	0.680	1.555	-49.59	1.602	-214.7	1.316	-182.8	0.5506	-5342
1.717	0.680	1.657	19.15	1.715	-126.5	1.607	-151.8	11.79	-4370
1.797	0.680	1.38	-131.1	1.422	-137.1	1.506	-122.3	5.262	1037
1.877	0.680	1.122	-77.04	1.053	-34.06	1.047	-383.3	0.4867	404.9
1.957	0.680	1.369	-10.49	1.337	-144.8	1.662	-498.7	1.29	-6195
2.037	0.680	1.339	-79.04	1.352	-132.2	1.057	-124.2	18.73	-2146
2.117	0.680	1.404	-63.74	1.21	9.892	1.33	110.1	11.14	-1128
2.197	0.680	2.215	-66.49	2.021	-48.09	2.719	-124	6.184	-3588
2.277	0.680	2.796	-48.2	2.93	-143.1	2.94	-274.5	9.197	-1962
2.373	0.680	3.041	-21.41	3.299	-137.5	2.817	-177.4	6.971	149.8
2.448	0.680	3.314	-17.15	3.574	-104.3	3.04	-98.18	7.795	375.2
2.493	0.680	3.438	-17.88	3.706	-93.32	3.174	-76.06	8.758	321.5
0.020	0.707	3.889	-278.6	3.105	-11.63	3.52	-172.4	6.73	-3418
0.069	0.707	3.795	-279.2	3.017	-7.396	3.429	-171.5	6.388	-3527
0.134	0.707	3.608	-279.1	2.843	0.9653	3.244	-169.3	5.73	-3714
0.217	0.707	3.338	-270.7	2.595	13.33	2.96	-163.8	4.878	-3797
0.316	0.707	3.012	-221.4	2.284	36.61	2.568	-152	4.166	-3075
0.410	0.707	2.573	-125.1	2.005	109	2.434	-301.3	4.38	-1766
0.490	0.707	2.126	-243.8	2.14	97.9	2.885	-496.5	4.869	-3164
0.570	0.707	1.963	-215	2.157	-74.25	2.163	303.7	8.062	-1149
0.650	0.707	2.14	-73.68	2.956	-279.2	1.844	114.7	4.897	-857.4
0.730	0.707	2.451	70.02	2.312	-119.1	2.347	-0.7217	1.038	193.1
0.810	0.707	3.035	-281.2	2.547	-149.6	2.654	-95.11	6.029	209
0.890	0.707	4.27	37.67	4.931	-364.2	3.426	-357.5	4.801	840.5
0.970	0.707	4.219	-6.081	5.05	-185.6	5.257	-333.9	7.393	-2209
1.050	0.707	2.592	51.44	3.018	-127.3	3.777	-61.14	1.878	643.5
1.130	0.707	2.302	-5.699	2.116	-3.831	1.905	-16.54	0.7964	-2491
1.210	0.707	1.967	-227.7	1.664	34.75	1.558	-82.7	8.375	-1812
1.290	0.707	1.457	-10.31	1.773	-128	1.36	-83.2	3.138	-211.9
1.370	0.707	2.195	-223.9	2.367	-270.2	2.332	-310.7	0.2639	-2640
1.450	0.707	2.586	-12.22	2.657	58.56	3.375	-297.9	10.54	1145
1.530	0.707	1.881	-155.1	1.499	-41.52	1.767	-165.9	16.09	1538
1.610	0.707	1.932	-116.8	1.85	-196.2	1.474	-131.3	0.5703	-3444
1.690	0.707	2.21	38.21	2.129	-57.12	1.8	-147.3	12.96	-4285
1.770	0.707	2.159	-165.6	2.12	-199.3	2.405	-266.1	7.802	-307.6
1.850	0.707	1.641	-216.5	1.564	-180.2	1.652	-575.2	1.128	727
1.930	0.707	1.736	3.118	1.623	-107.5	2.306	-666.6	1.115	-4890
2.010	0.707	1.537	-85.93	1.557	-119.1	1.22	-281.1	9.016	-2791
2.090	0.707	1.379	-59.37	1.217	-19.94	1.196	95.41	9.059	-305.6
2.170	0.707	2.354	-68.04	2.074	-56.4	2.853	-82.46	4.384	-3122
2.250	0.707	3.039	-51.9	2.999	-138	3.183	-222.4	8.993	-2631
2.340	0.707	3.056	-14.22	3.249	-159	2.712	-172	5.287	335.6
2.425	0.707	3.267	-11.66	3.489	-115.4	2.91	-97.82	6.176	581.8
2.480	0.707	3.405	-15	3.652	-98.91	3.097	-76.14	7.768	441.3
0.020	0.733	3.836	-279.4	3.056	-9.675	3.468	-172.5	6.515	-3488
0.069	0.733	3.736	-280.8	2.963	-5.702	3.371	-172.4	6.126	-3618
0.134	0.733	3.534	-282.9	2.78	1.562	3.173	-172.9	5.362	-3863
0.217	0.733	3.24	-281	2.518	9.712	2.866	-174.6	4.322	-4092
0.316	0.733	2.873	-238.5	2.177	19.32	2.397	-167.6	3.246	-3473
0.410	0.733	2.35	-115.7	1.829	68.28	2.055	-338.3	2.586	-1468
0.490	0.733	1.915	-264.5	1.925	5.575	2.179	-650.4	2.515	-2663
0.570	0.733	2.237	-164.6	2.064	-69.77	2.158	168.8	6.35	179.8
0.650	0.733	2.884	-94.81	3.322	-40.27	2.971	-282.8	3.59	-433.7
0.730	0.733	2.636	61.95	2.072	274.8	2.898	-134.4	3.168	880.7
0.810	0.733	2.659	-256.7	2.458	-46.16	2.1	-39.72	16.25	-705.7
0.890	0.733	3.591	151	4.535	-378.4	3.225	-120.1	1.593	1968
0.970	0.733	2.968	-92.18	3.304	-129.2	3.426	-370.2	7.347	-2272
1.050	0.733	1.335	36.75	1.462	-197.3	1.686	-112.9	4.625	2819
1.130	0.733	1.466	80.9	1.443	6.211	1.511	-89.88	0.8381	-786.8
1.210	0.733	2.051	-236.7	1.847	-25.02	2.106	-372.3	5.202	-778.3
1.290	0.733	2.116	92.36	2.494	-76.97	2.266	-93.09	4.23	1127
1.370	0.733	4.313	-153.2	3.737	-96.83	3.173	-157.6	0.6239	-2881
1.450	0.733	6.175	11.51	7.381	120.9	6.507	-221.1	14.08	60.4
1.530	0.733	4.15	-79.48	3.774	-78.86	4.019	-210.6	6.976	85.61
1.610	0.733	4.233	-91.1	4.033	-96.87	3.253	-102.1	1.292	-1489
1.690	0.733	4.573	-17.5	4.362	10.33	3.692	-107.3	21.28	-2015
1.770	0.733	5.168	-110.9	4.509	-98.9	4.778	-361.1	3.057	-465.8
1.850	0.733	4.514	-214.4	4.207	-213.8	4.081	-480.8	3.293	-764.8
1.930	0.733	4.195	2.115	3.994	-72.78	5.41	-372.2	4.894	-1879
2.010	0.733	2.47	-71.99	2.473	-49.24	1.892	-274	3.775	-726.1
2.090	0.733	2.019	-30.39	1.922	-45.99	1.982	-24.07	1.828	-540.9
2.170	0.733	3.619	-54.3	3.542	-118.4	3.577	-243.8	2.641	-1216
2.250	0.733	3.891	-40.01	3.688	-134.5	3.385	-138.4	6.885	-1751
2.340	0.733	3.33	7.483	3.367	-177.1	2.574	-93.34	2.617	1206
2.425	0.733	3.305	-0.3577	3.455	-127	2.767	-74.76	4.072	1004
2.480	0.733	3.376	-9.401	3.586	-107.6	2.98	-71.47	6.192	658.4
0.007	0.760	3.823	-279.7	3.044	-9.187	3.456	-172.5	6.462	-3506
0.050	0.760	3.746	-280.8	2.973	-6.244	3.381	-172.6	6.158	-3609
0.109	0.760	3.565	-283.5	2.808	0.0243	3.204	-173.7	5.452	-3846
0.186	0.760	3.285	-285.4	2.56	7.111	2.918	-177.6	4.412	-4149
0.280	0.760	2.925	-272	2.249	9.659	2.508	-187.5	3.244	-4113
0.383	0.760	2.408	-113.3	1.781	39.02	1.867	-233.8	2.196	-1258
0.463	0.760	1.71	-172.7	1.619	42.37	1.898	-669.7	1.628	-2382
0.543	0.760	2.931	-208	2.274	-73.59	1.917	-202.8	12.88	487.9
0.623	0.760	3.935	-19.5	4.343	-112.7	5.484	-469.6	2.091	-186
0.703	0.760	2.891	-110	2.025	249.8	2.564	-300.1	8.952	1287
0.783	0.760	2.408	-51.62	2.408	152.7	2.146	-246.8	8.632	-347.2
0.863	0.760	2.67	39.24	2.967	-201.7	3.106	-249.2	1.966	1514
0.943	0.760	2.335	-141.9	2.089	194.6	2.242	-203.4	4.439	-1657
1.023	0.760	1.051	49.22	1.007	-133.7	0.8248	-146.4	1.77	2159
1.103	0.760	0.8165	-114.9	0.7145	-0.00674	0.7035	-165.9	2.809	684.6
1.183	0.760	2.381	-59.85	2.464	-120.7	2.812	-469	3.671	106.9
1.263	0.760	2.815	71.7	3.154	-60.48	3.765	-283.6	4.038	621.1
1.343	0.760	3.968	-133.1	3.099	-39.66	3.414	-117.9	2.804	-1893
1.423	0.760	9.424	87.85	8.75	95.17	6.574	-174.3	11.89	-13.98
1.503	0.760	7.494	-96.64	7.515	21.97	6.374	-184.7	2.491	-1876
1.583	0.760	6.871	-33.29	7.059	-79.22	5.85	-205.6	3.269	-3547
1.663	0.760	5.847	5.082	6.569	-126.3	6.808	-148.2	9.339	1323
1.743	0.760	7.45	-119.5	6.768	58.06	5.195	-105.9	1.743	-2443
1.823	0.760	8.4	47.61	8.225	-86.23	8.106	-296.6	12.98	-3241
1.903	0.760	7.729	-25.53	6.993	14.74	5.726	320.1	5.131	372.6
1.983	0.760	4.355	-53.16	4.355	-42.45	4.024	-136	4.446	-2014
2.063	0.760	2.695	-21.32	2.594	30.2	2.848	11.86	1.963	-1200
2.143	0.760	3.218	-34.24	3.602	-131.2	2.822	-325.6	1.733	-762.8
2.223	0.760	4.563	-34.1	4.349	-84.75	3.412	-124	4.48	-594.8
2.307	0.760	3.614	12.34	3.511	-190.5	2.596	-64.12	2.037	1250
2.402	0.760	3.338	9.173	3.422	-143.1	2.636	-65.25	2.758	1362
2.467	0.760	3.353	-5.177	3.536	-114.6	2.891	-69.43	5.163	818.2
0.033	0.760	3.797	-280.1	3.02	-8.205	3.431	-172.5	6.359	-3540
0.088	0.760	3.668	-282	2.902	-3.49	3.305	-173	5.848	-3712
0.159	0.760	3.436	-284.9	2.693	3.572	3.074	-175.3	4.958	-3999
0.247	0.760	3.111	-282.4	2.41	8.867	2.727	-181.9	3.817	-4216
0.352	0.760	2.697	-217.2	2.031	16.36	2.189	-190	2.682	-3131
0.437	0.760	2.115	-150.4	1.805	27.64	1.978	-503.1	1.777	-1767
0.517	0.760	1.849	-190.4	1.518	-67	1.36	-465.8	3.458	-671.3
0.597	0.760	2.577	-7.015	2.414	-32.22	3.354	-267.3	2.374	-361
0.677	0.760	4.66	-161.1	3.527	227	3.679	-394.9	13.54	136.1
0.757	0.760	2.917	47.63	2.886	199.8	3.274	-268.1	4.86	374.7
0.837	0.760	2.607	-146.5	2.636	-121.6	2.569	-217.7	7.976	71.25
0.917	0.760	3.315	-1.811	3.117	86	2.981	-55.9	3.18	976.2
0.997	0.760	1.727	-49.41	1.62	-114.1	1.418	-316.5	3.114	1238
1.077	0.760	0.6956	-158.9	0.6279	-100.8	0.6257	-217.8	4.725	2069
1.157	0.760	1.284	117.5	1.45	-76.36	1.64	-325.3	1.143	668.7
1.237	0.760	1.808	-85.81	1.772	-58.07	2.051	-367.9	2.299	655.1
1.317	0.760	4.206	-19.74	3.752	-38.85	3.749	-74.12	5.305	731.1
1.397	0.760	7.934	64.27	6.715	90.1	4.522	-133.8	3.835	-87.78
1.477	0.760	7.623	-102.7	8.966	26.67	6.89	-184.4	4.838	-419.3
1.557	0.760	5.896	41.5	6.256	-161.4	5.773	-284.8	3.559	-1295
1.637	0.760	7.219	-24.56	7.651	-85.56	7.41	-161.4	4.577	2315
1.717	0.760	6.874	-124.5	6.564	53.24	4.969	-94.8	7.349	-2610
1.797	0.760	7.185	137	6.733	-47.06	7.05	-285.6	6.597	-899.8
1.877	0.760	7.278	-99.45	6.794	-33.91	4.932	283.1	2.525	144.4
1.957	0.760	6.643	-29.6	7.074	-75.05	8.409	-203.6	10.22	-2415
2.037	0.760	2.937	-44.8	2.874	-4.985	2.743	-184.1	2.129	-433.2
2.117	0.760	3.513	-41.87	3.766	-112.6	3.209	-302.9	1.621	-1709
2.197	0.760	5.117	-51.6	4.945	-71.02	4.01	-183.3	5.904	-749.2
2.277	0.760	3.401	-23.15	3.335	-136.6	2.79	-64.96	5.189	-1004
2.373	0.760	3.417	19.46	3.411	-171.2	2.507	-65.22	1.765	1762
2.448	0.760	3.324	0.3285	3.471	-124.5	2.777	-68.2	4.044	1025
2.493	0.760	3.369	-7.99	3.57	-109.7	2.952	-70.2	5.85	713.1
0.020	0.787	3.809	-279.9	3.032	-8.695	3.443	-172.5	6.41	-3523
0.069	0.787	3.706	-281.6	2.937	-4.846	3.343	-172.9	5.998	-3664
0.134	0.787	3.498	-284.8	2.748	1.88	3.138	-174.8	5.185	-3940
0.217	0.787	3.191	-286.8	2.48	7.918	2.822	-181.2	4.064	-4258
0.316	0.787	2.815	-278.1	2.175	4.351	2.408	-208.9	2.889	-4266
0.410	0.787	2.261	-102.6	1.732	12.79	1.743	-322.2	1.69	-723.9
0.490	0.787	1.253	-11.36	0.9729	93.77	1.142	-440.7	1.598	-914.1
0.570	0.787	3.684	-144.4	3.206	80.02	3.53	-465.4	8.315	-518.8
0.650	0.787	10.31	-133.7	9.05	53.66	9.502	-322	41.86	955.4
0.730	0.787	3.086	-121.4	3.169	-148.5	2.948	-330.6	7.678	1604
0.810	0.787	2.337	-47.77	2.253	-21.41	2.52	-336.5	4.029	3065
0.890	0.787	2.629	-118	2.472	29.7	2.538	-378.9	8.543	2002
0.970	0.787	1.219	-14.36	1.182	-27.61	1.18	-264.4	1.95	2691
1.050	0.787	0.478	-39.39	0.4699	-12.32	0.447	-272.8	0.5522	585.4
1.130	0.787	0.6232	-35.5	0.6202	-16.29	0.5837	-289	1.487	1265
1.210	0.787	2.258	28.83	2.116	4.623	1.863	-119.9	2.398	1176
1.290	0.787	7.885	-64.55	7.399	9.509	7.24	-294.6	10.27	45.44
1.370	0.787	4.482	-1.972	4.847	-20.14	5.061	-328.4	9.745	14.41
1.450	0.787	6.87	-28.39	6.08	-87.13	7.351	-275	8.06	-1692
1.530	0.787	7.534	-66.69	7.227	6.9	7.861	-280.7	8.514	-3132
1.610	0.787	10.95	-60.61	10.46	-38.38	11.74	-305.9	12.14	-3662
1.690	0.787	5.85	-71.26	5.475	-2.785	6.382	-301.2	4.439	-4022
1.770	0.787	6.827	-67.42	6.861	-8.509	7.954	-175.2	7.575	-4669
1.850	0.787	9.966	-34.36	10.35	-8.723	10.9	-133.5	10.79	-3960
1.930	0.787	11.31	-88.67	11.1	-30.75	10.21	-140.1	10.36	-4352
2.010	0.787	4.633	-69.75	4.325	-27.14	4.567	-120.8	4.197	-3580
2.090	0.787	4.98	-75.58	4.895	-7.749	4.415	-146.3	10.03	-3037
2.170	0.787	3.282	-52.95	3.273	-21.63	3.066	-40.63	8.141	-2961
2.250	0.787	2.858	-25.46	2.958	-68.5	2.404	-48.32	4.295	-1205
2.340	0.787	3.68	32.69	3.545	-196.3	2.453	-57.1	1.042	2365
2.425	0.787	3.321	5.735	3.434	-133.1	2.688	-64.25	3.213	1225
2.480	0.787	3.36	-6.549	3.552	-112.1	2.921	-69.63	5.491	766.9
